Lead_ID,Company_Name,Region,Product_Category,Units_Ordered,Unit_Price,Lead_Source,Lead_Date,Follow_Up_Date,Sales_Stage,Salesperson_ID,Customer_Type,Is_Converted,Conversion_Time_Days,Total_Revenue,Days_to_follow_up,Lead_Month,Business_Type,Years_In_Operation,Region_India,Employees_Count,Annual_Vehicle_Fleet,Uses_Digital_Inventory,Preferred_Contact_Channel,Decision_Maker_Level,Current_Supplier_Type,Monthly_Spend_Parts_INR,Top_Product_Category,Average_Order_Frequency,Delivery_Speed_Importance,Quality_Certification_Priority,Key_Pain_Point,Open_To_Private_Label,Sustainability_Interest,Payment_Terms_Preference,Willing_To_Trial_NewVendor,Trial_Quantity_Units,Max_Discount_Required_Percent,Expected_Monthly_Spend_NewVendor_INR,Lead_Source_Survey,CRM_Engagement_Score
6d204496-66d0-4371-98e8-8ebb7a9e8eef,Solis-West,West,Transmission,18.0,769.6949999999999,Website,2024-04-27,2024-05-15,Negotiation,1015,Workshop,1,14.0,13854.509999999998,18,04-2024,Fleet Owner,3,West,<10,251,No,In-app Portal,Manager,OEM,89000.0,Other,Bi-weekly,3,1,Price Volatility,Yes,5,Financing,Yes,28,4,95000.0,Referral,1
b65feea9-7d82-4264-9ba3-62e7afa415e5,West-Wilson,North,Engine,86.0,1320.66,Cold Call,2024-05-11,2024-06-07,Negotiation,1007,Workshop,0,,113576.76000000001,27,05-2024,Workshop,18,West,<10,0,Yes,Email,Owner,Local Distributor,32000.0,Engine,Bi-weekly,3,1,Slow Delivery,Maybe,1,Cash-on-Delivery,Yes,32,22,38000.0,LinkedIn,6
e63658c9-12d0-498d-b18d-4d05e8e22743,Mcgee-Smith,South,Transmission,55.0,198.72,Website,2024-01-22,2024-02-11,Inquiry,1016,Fleet Owner,0,,10929.6,20,01-2024,Parts Reseller,28,North,51-200,0,Yes,WhatsApp,Owner,OEM,57000.0,Brakes,Monthly,4,3,Slow Delivery,Maybe,3,Financing,Yes,15,5,73000.0,Cold Call,8
25f934bf-9bb9-4155-9275-eb9414aeaf5c,Gutierrez-Hawkins,South,Steering,77.0,619.46,Referral,2024-05-24,2024-06-21,Closed Lost,1008,Fleet Owner,0,,47698.420000000006,28,05-2024,Fleet Owner,25,West,>200,254,Yes,Phone,Manager,OEM,113000.0,Suspension,Monthly,1,5,Slow Delivery,Maybe,2,Net-30,Undecided,6,13,131000.0,Cold Call,1
9fd34579-4667-42ce-a04e-178c10d08d11,Petersen PLC,West,Transmission,43.0,852.39,Website,2024-03-20,2024-03-25,Quoted,1013,Reseller,0,,36652.77,5,03-2024,Workshop,28,South,51-200,0,Yes,Email,Technician,Local Distributor,36000.0,Suspension,Ad-hoc,4,1,Quality Variance,Maybe,4,Cash-on-Delivery,Yes,14,8,36000.0,Cold Call,6
b64fa54a-8c61-4654-95da-75c1a21150f9,"Walsh, Wu and Hart",South,Engine,32.0,779.54,Cold Call,2024-04-20,2024-05-16,Inquiry,1017,Workshop,1,8.0,24945.28,26,04-2024,Parts Reseller,6,South,11-50,0,No,WhatsApp,Procurement Officer,OEM,51000.0,Brakes,Ad-hoc,3,4,Quality Variance,Yes,3,Pre-paid,No,0,17,43000.0,LinkedIn,1
98eeac2b-fe9f-4caa-a182-f347533f5a72,"Powers, Clements and Cox",South,Steering,7.0,331.1,Cold Call,2024-01-16,2024-02-12,Closed Won,1018,Reseller,0,,2317.7000000000003,27,01-2024,Workshop,25,North,<10,0,Yes,Phone,Manager,Online Marketplace,40000.0,Body,Bi-weekly,3,4,Slow Delivery,Yes,2,Net-15,No,0,5,37000.0,LinkedIn,10
816bcb9f-7426-4193-8b7e-6b3c87d292a6,Velasquez Group,East,Suspension,88.0,769.6949999999999,Website,2024-06-10,2024-06-15,Negotiation,1011,Fleet Owner,0,,67733.15999999999,5,06-2024,Workshop,30,East,51-200,0,No,WhatsApp,Manager,OEM,41000.0,Engine,Monthly,5,2,Quality Variance,Yes,3,Pre-paid,Undecided,18,2,51000.0,Referral,7
cb08587d-1963-426d-ae21-8b099afd4015,Castro-Harvey,East,Brakes,74.0,1031.56,Trade Fair,2024-05-24,2024-06-17,Negotiation,1001,Fleet Owner,0,,76335.44,24,05-2024,Parts Reseller,10,North-East,<10,0,Yes,In-app Portal,Procurement Officer,Local Distributor,35000.0,Suspension,Monthly,4,2,Slow Delivery,Maybe,5,Financing,Yes,14,13,37000.0,Referral,2
a79b44b6-da50-4fed-9d4a-3d81b3a7d0e0,Moran-Cox,South,Electrical,31.0,1264.97,Referral,2024-05-06,2024-05-09,Negotiation,1001,Fleet Owner,1,5.0,39214.07,3,05-2024,Workshop,15,North,>200,0,Yes,Phone,Owner,Local Distributor,40000.0,Engine,Ad-hoc,5,5,Slow Delivery,Yes,2,Cash-on-Delivery,No,0,22,34000.0,Referral,6
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,Wilson-Malone,West,Transmission,6.0,1295.21,Cold Call,2024-03-09,2024-03-16,Closed Won,1018,Workshop,1,10.0,7771.26,7,03-2024,Workshop,16,West,>200,0,Yes,WhatsApp,Procurement Officer,Online Marketplace,49000.0,Body,Bi-weekly,5,4,Stock-outs,Yes,2,Financing,Undecided,9,16,54000.0,LinkedIn,2
6e191042-370b-4063-9d90-e79eb888f6ed,Smith LLC,East,Electrical,97.0,1135.12,Trade Fair,2024-01-21,2024-02-02,Inquiry,1015,Workshop,1,3.0,110106.63999999998,12,01-2024,Fleet Owner,15,East,>200,349,No,Email,Procurement Officer,Online Marketplace,100000.0,Filters,Weekly,5,2,Slow Delivery,No,1,Net-30,Yes,35,19,122000.0,LinkedIn,9
69efafb1-3a7e-4e14-a359-eee173991a47,"Brandt, Carter and Boyd",North,Filters,42.0,686.86,Referral,2024-06-09,2024-06-28,Closed Lost,1011,Fleet Owner,0,,28848.12,19,06-2024,OEM Dealer,9,South,11-50,0,Yes,Phone,Owner,Local Distributor,187000.0,Filters,Bi-weekly,2,5,Slow Delivery,Yes,4,Net-30,Yes,23,11,230000.0,Company Website,2
66132e69-7418-4109-93d1-bf0f56c438e4,"Rodriguez, Prince and Vasquez",North,Engine,7.0,935.29,Cold Call,2024-03-09,2024-03-10,Closed Won,1003,Reseller,1,13.0,6547.03,1,03-2024,Parts Reseller,30,East,<10,0,Yes,Phone,Procurement Officer,Local Distributor,92000.0,Other,Monthly,1,3,Quality Variance,No,4,Cash-on-Delivery,Undecided,13,3,88000.0,Company Website,7
50032b35-1857-4baf-bac7-e2b96a7e4c36,"Newton, Ortiz and King",North,Electrical,20.0,282.53,Cold Call,2024-01-06,2024-01-26,Negotiation,1018,Reseller,1,9.0,5650.599999999999,20,01-2024,Fleet Owner,29,West,11-50,208,No,In-app Portal,Procurement Officer,OEM,123000.0,Body,Ad-hoc,2,1,Slow Delivery,Yes,4,Net-30,Yes,21,11,134000.0,Cold Call,1
4140752c-aa44-4259-9001-8b7b6d4067f4,Lopez Group,West,Engine,98.0,1026.79,Website,2024-02-01,2024-02-28,Negotiation,1015,Fleet Owner,0,,100625.42,27,02-2024,OEM Dealer,12,Central,>200,0,Yes,Email,Procurement Officer,Local Distributor,204000.0,Electrical,Ad-hoc,4,5,Price Volatility,No,1,Net-15,Yes,34,25,240000.0,Cold Call,2
afd380c4-2713-482c-b41e-a3ac5fd23109,Bryant and Sons,South,Electrical,44.0,309.92,Referral,2024-04-06,2024-04-17,Quoted,1002,Reseller,1,14.0,13636.480000000001,11,04-2024,Workshop,25,North-East,<10,0,Yes,Phone,Manager,OEM,48000.0,Other,Weekly,5,5,Stock-outs,Maybe,4,Net-15,Yes,26,20,62000.0,Referral,10
175a81ec-112f-4612-b969-9ed2ec48bf55,"Morgan, Sherman and Williams",North,Brakes,6.0,1056.23,Trade Fair,2024-03-06,2024-03-20,Closed Won,1004,Fleet Owner,1,8.0,6337.38,14,03-2024,Workshop,12,North,>200,0,Yes,Phone,Procurement Officer,Local Distributor,42000.0,Electrical,Monthly,5,3,Slow Delivery,No,5,Net-30,Undecided,14,18,43000.0,Trade Fair,4
6e8f75a1-17dd-4d81-95da-705cd4ef00aa,"Monroe, Chapman and Barton",West,Brakes,85.0,382.92,Trade Fair,2024-02-03,2024-02-15,Negotiation,1016,Reseller,1,14.0,32548.2,12,02-2024,Workshop,24,South,<10,0,No,WhatsApp,Technician,OEM,50000.0,Engine,Weekly,4,4,Warranty Issues,Yes,5,Pre-paid,Undecided,12,7,52000.0,Company Website,2
5f65c8ce-bd21-4c11-be9d-61ee18b87245,Ellis-Lawrence,East,Steering,45.0,220.45,Trade Fair,2024-06-05,2024-07-05,Quoted,1008,Fleet Owner,0,,9920.25,30,06-2024,Workshop,18,West,<10,0,Yes,Email,Owner,Online Marketplace,34000.0,Suspension,Bi-weekly,4,2,Slow Delivery,Yes,5,Pre-paid,No,0,15,27000.0,Company Website,7
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,"Taylor, Porter and Moreno",South,Brakes,16.0,289.66,Referral,2024-03-30,2024-04-25,Negotiation,1014,Reseller,1,10.0,4634.56,26,03-2024,Fleet Owner,15,North,<10,195,Yes,Email,Procurement Officer,Local Distributor,92000.0,Body,Ad-hoc,5,5,Slow Delivery,Yes,2,Pre-paid,No,0,16,98000.0,Referral,3
8fca7b6a-8fc4-4092-b4e5-59e596229348,Tran Group,East,Steering,39.0,52.89,Trade Fair,2024-01-10,2024-01-28,Closed Lost,1016,Workshop,0,,2062.71,18,01-2024,Workshop,4,South,>200,0,Yes,Phone,Procurement Officer,Local Distributor,34000.0,Body,Ad-hoc,4,2,Stock-outs,Yes,4,Pre-paid,Yes,15,17,40000.0,Referral,6
692ac139-1f4a-4ca1-ab85-fd595463adc7,"Webb, Romero and Morse",West,Brakes,69.0,1092.17,Trade Fair,2024-05-13,2024-06-08,Negotiation,1002,Fleet Owner,1,10.0,75359.73000000001,26,05-2024,Parts Reseller,20,North-East,51-200,0,Yes,Email,Manager,Local Distributor,77000.0,Brakes,Weekly,1,2,Slow Delivery,No,3,Pre-paid,Yes,32,23,98000.0,Trade Fair,9
f0ede303-aa53-419c-9fa4-bb9f5a856750,Holt and Sons,North,Brakes,59.0,1111.98,Trade Fair,2024-03-11,2024-03-21,Closed Lost,1016,Fleet Owner,0,,65606.82,10,03-2024,Workshop,10,North,11-50,0,Yes,In-app Portal,Manager,OEM,33000.0,Body,Weekly,3,3,Stock-outs,Yes,3,Pre-paid,Yes,32,17,38000.0,Company Website,7
ea74bb18-de3b-496f-ac45-96f6c012a0ff,"Ochoa, Garcia and Sandoval",North,Brakes,49.0,796.65,Website,2024-04-14,2024-05-14,Quoted,1019,Reseller,1,12.0,39035.85,30,04-2024,Workshop,7,South,51-200,0,Yes,Phone,Technician,OEM,33000.0,Body,Monthly,2,2,Price Volatility,Yes,2,Pre-paid,Yes,15,5,38000.0,Company Website,3
49a214ae-f7e8-48e5-8d2b-91efb8976ec5,"Andrade, Gordon and Cruz",West,Engine,83.0,283.98,Website,2024-01-24,2024-02-18,Inquiry,1002,Fleet Owner,1,12.0,23570.34,25,01-2024,OEM Dealer,6,Central,51-200,0,Yes,Phone,Manager,Direct Import,132000.0,Filters,Bi-weekly,4,4,Stock-outs,Yes,4,Financing,Yes,21,5,129000.0,Referral,3
1a85910d-5a05-4c11-8ffc-a6b199b479d4,"Moon, Farmer and Hill",North,Transmission,94.0,171.15,Referral,2024-06-16,2024-07-04,Quoted,1007,Fleet Owner,0,,16088.1,18,06-2024,Workshop,30,South,51-200,0,Yes,In-app Portal,Procurement Officer,Online Marketplace,39000.0,Suspension,Bi-weekly,4,4,Slow Delivery,Maybe,5,Pre-paid,No,0,16,28000.0,Referral,3
279c658a-3676-4ce5-81e5-c9f693f277cc,Waller-Chavez,South,Steering,89.0,77.74,Referral,2024-01-01,2024-01-03,Negotiation,1015,Fleet Owner,1,13.0,6918.86,2,01-2024,Workshop,4,West,51-200,0,No,Email,Owner,OEM,21000.0,Electrical,Ad-hoc,2,3,Warranty Issues,Yes,4,Net-30,Yes,19,22,27000.0,Trade Fair,7
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,Taylor PLC,West,Electrical,66.0,290.33,Trade Fair,2024-03-25,2024-04-15,Quoted,1020,Workshop,1,6.0,19161.78,21,03-2024,Workshop,24,North-East,<10,0,Yes,In-app Portal,Technician,Online Marketplace,25000.0,Electrical,Ad-hoc,2,4,Quality Variance,Yes,5,Pre-paid,Yes,38,24,29000.0,Referral,7
8e676a01-d86a-4460-99a1-120e1bb43332,"Tanner, Hunt and Cameron",East,Brakes,53.0,1341.74,Website,2024-06-10,2024-07-03,Inquiry,1002,Workshop,1,15.0,71112.22,23,06-2024,Parts Reseller,26,West,11-50,0,Yes,WhatsApp,Procurement Officer,Local Distributor,50000.0,Electrical,Ad-hoc,1,3,Warranty Issues,Yes,5,Financing,Yes,20,15,59000.0,Cold Call,6
47503f1d-c33a-4f6c-9d69-1fba5e187b24,"Valencia, Joseph and Walls",West,Engine,99.0,400.23,Cold Call,2024-06-17,2024-07-15,Closed Lost,1020,Reseller,0,,39622.770000000004,28,06-2024,Parts Reseller,1,North,51-200,0,No,WhatsApp,Technician,OEM,55000.0,Brakes,Ad-hoc,2,5,Slow Delivery,Yes,1,Net-15,Yes,11,13,55000.0,LinkedIn,4
6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,"Robinson, Clark and Klein",South,Engine,29.0,563.69,Cold Call,2024-06-29,2024-07-24,Closed Lost,1017,Workshop,1,8.0,16347.010000000002,25,06-2024,Parts Reseller,18,North,<10,0,No,Phone,Procurement Officer,Local Distributor,77000.0,Body,Ad-hoc,5,2,Quality Variance,Maybe,5,Cash-on-Delivery,Yes,20,21,81000.0,Trade Fair,1
c4767556-f97b-42dd-8f9b-72aed85c16bd,"Reed, Chambers and Zavala",South,Engine,27.0,202.75,Trade Fair,2024-04-26,2024-05-20,Closed Won,1018,Reseller,0,,5474.25,24,04-2024,Workshop,18,North-East,11-50,0,No,Phone,Manager,OEM,42000.0,Engine,Monthly,4,4,Warranty Issues,Yes,5,Cash-on-Delivery,Yes,29,25,53000.0,Company Website,9
accb461a-9d13-4363-9f29-4a8bd1846c39,"Hester, Thompson and Daniels",West,Steering,28.0,372.42,Trade Fair,2024-03-17,2024-03-22,Inquiry,1009,Workshop,1,13.0,10427.76,5,03-2024,Workshop,11,South,<10,0,Yes,WhatsApp,Manager,OEM,51000.0,Suspension,Ad-hoc,5,3,Quality Variance,No,3,Cash-on-Delivery,Yes,41,0,69000.0,Referral,7
9be71737-06b8-4231-8e86-7f3ca487eeab,"Morris, Wilson and Bell",West,Transmission,42.0,802.88,Website,2024-04-04,2024-04-16,Inquiry,1019,Reseller,1,12.0,33720.96,12,04-2024,Fleet Owner,21,West,>200,255,Yes,Phone,Procurement Officer,Local Distributor,107000.0,Filters,Monthly,5,5,Quality Variance,No,4,Cash-on-Delivery,No,0,8,90000.0,LinkedIn,7
b18753e6-d457-4ad9-a867-a096edd877c8,Aguilar-Bender,North,Steering,32.0,931.24,Website,2024-01-06,2024-02-01,Inquiry,1001,Workshop,1,3.0,29799.68,26,01-2024,Parts Reseller,13,North,<10,0,Yes,In-app Portal,Technician,OEM,89000.0,Other,Weekly,5,2,Slow Delivery,Maybe,4,Net-30,Undecided,12,8,100000.0,Trade Fair,2
45f50c52-2e2f-4f77-8769-79d644777442,"Butler, Adkins and Skinner",South,Electrical,25.0,405.76,Website,2024-05-17,2024-06-03,Closed Won,1010,Workshop,1,11.0,10144.0,17,05-2024,Parts Reseller,14,South,<10,0,Yes,Email,Owner,Online Marketplace,81000.0,Electrical,Ad-hoc,1,1,Slow Delivery,No,4,Cash-on-Delivery,Undecided,9,14,87000.0,Company Website,3
ebe9e207-4f19-4ec0-832d-4526b3e4110a,Rich-Henderson,West,Transmission,58.0,133.71,Referral,2024-01-19,2024-02-15,Closed Lost,1017,Reseller,1,15.0,7755.18,27,01-2024,Parts Reseller,13,North-East,51-200,0,Yes,In-app Portal,Technician,Local Distributor,74000.0,Engine,Ad-hoc,2,5,Quality Variance,No,5,Financing,Undecided,17,7,77000.0,Cold Call,4
2e709838-0190-4620-99dc-abd056febfb9,Mills Inc,West,Suspension,22.0,617.0,Referral,2024-01-13,2024-02-08,Negotiation,1000,Fleet Owner,1,8.0,13574.0,26,01-2024,Fleet Owner,25,West,<10,95,Yes,Email,Technician,Online Marketplace,115000.0,Suspension,Bi-weekly,1,5,Quality Variance,Yes,1,Net-15,No,0,8,123000.0,Cold Call,6
a847bce7-90fa-4b57-a4ac-2130deaf528d,Thomas-Santiago,South,Cooling,40.0,389.59,Trade Fair,2024-01-15,2024-01-21,Inquiry,1015,Fleet Owner,1,4.0,15583.599999999999,6,01-2024,Workshop,19,North-East,11-50,0,Yes,WhatsApp,Owner,Local Distributor,49000.0,Filters,Bi-weekly,1,4,Warranty Issues,Yes,1,Financing,Undecided,13,0,49000.0,LinkedIn,8
bdb025ff-2451-45a4-91d0-59b26699cd99,Adams and Sons,West,Engine,49.0,368.35,Referral,2024-03-05,2024-03-26,Negotiation,1014,Workshop,0,,18049.15,21,03-2024,Workshop,12,South,11-50,0,Yes,Email,Owner,Online Marketplace,44000.0,Suspension,Monthly,2,3,Price Volatility,No,2,Financing,No,0,0,45000.0,Trade Fair,9
177d6e7e-07d9-44ce-b8c8-8faea2178f84,Vega-Thomas,North,Steering,77.0,1441.8,Website,2024-04-02,2024-04-20,Quoted,1016,Reseller,1,7.0,111018.59999999999,18,04-2024,Parts Reseller,28,West,<10,0,Yes,Phone,Procurement Officer,Local Distributor,92000.0,Filters,Monthly,2,3,Price Volatility,No,3,Cash-on-Delivery,No,0,11,86000.0,Referral,6
604e46cb-3712-42d1-87cd-b6a1bf012e32,Vaughn LLC,South,Suspension,57.0,943.64,Website,2024-06-27,2024-07-14,Quoted,1015,Fleet Owner,1,9.0,53787.479999999996,17,06-2024,Workshop,25,Central,>200,0,Yes,In-app Portal,Technician,Local Distributor,17000.0,Engine,Monthly,1,4,Quality Variance,Yes,5,Financing,Yes,12,25,20000.0,Cold Call,4
284bf962-5744-4596-b422-21676b7a2460,Molina Inc,North,Filters,34.0,857.47,Referral,2024-02-29,2024-03-05,Closed Won,1018,Reseller,0,,29153.98,5,02-2024,Fleet Owner,28,South,51-200,77,No,Email,Manager,Local Distributor,83000.0,Suspension,Bi-weekly,5,4,Price Volatility,Yes,4,Pre-paid,Yes,46,7,109000.0,LinkedIn,5
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,Cervantes-Garcia,North,Steering,64.0,652.87,Cold Call,2024-01-03,2024-01-08,Closed Won,1010,Fleet Owner,1,15.0,41783.68,5,01-2024,Parts Reseller,22,South,<10,0,No,Phone,Procurement Officer,Direct Import,65000.0,Filters,Ad-hoc,3,2,Stock-outs,Yes,1,Net-30,Yes,23,6,77000.0,Company Website,8
98a21f1c-914d-4fae-b100-13a7c6deb2f0,"Stevenson, Hancock and Newton",North,Brakes,36.0,671.97,Trade Fair,2024-01-11,2024-01-12,Inquiry,1013,Reseller,1,14.0,24190.920000000002,1,01-2024,Fleet Owner,12,Central,51-200,341,Yes,Email,Technician,OEM,116000.0,Suspension,Ad-hoc,4,1,Quality Variance,Yes,4,Cash-on-Delivery,Yes,24,6,132000.0,Company Website,4
27d415b6-0d77-45a0-a222-b6a615bfbe97,"Price, Dixon and Robles",North,Cooling,71.0,834.31,Cold Call,2024-04-27,2024-05-21,Inquiry,1011,Workshop,0,,59236.009999999995,24,04-2024,Fleet Owner,24,South,51-200,102,Yes,Email,Manager,Local Distributor,125000.0,Electrical,Ad-hoc,4,1,Quality Variance,Yes,3,Financing,Undecided,8,25,149000.0,Company Website,5
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,"Roberts, Beck and House",South,Brakes,71.0,1059.82,Trade Fair,2024-05-01,2024-05-02,Closed Lost,1009,Reseller,0,,75247.22,1,05-2024,Parts Reseller,10,West,51-200,0,Yes,Phone,Owner,Online Marketplace,45000.0,Engine,Monthly,5,2,Stock-outs,Yes,2,Pre-paid,Yes,10,17,58000.0,LinkedIn,8
716fda0a-45a8-4829-94e2-86e5ac8936bc,Butler-French,North,Transmission,32.0,776.185,Cold Call,2024-04-09,2024-04-18,Quoted,1009,Fleet Owner,1,14.0,24837.92,9,04-2024,OEM Dealer,9,North-East,51-200,0,Yes,Phone,Technician,Local Distributor,162000.0,Suspension,Weekly,1,4,Stock-outs,Yes,4,Financing,No,0,16,163000.0,LinkedIn,6
9b69554d-7c54-435f-ac8c-3b6aa974d079,"Edwards, Arnold and Smith",North,Cooling,48.0,298.96,Referral,2024-05-17,2024-06-05,Inquiry,1005,Workshop,0,,14350.079999999998,19,05-2024,Parts Reseller,14,North,>200,0,No,In-app Portal,Manager,Online Marketplace,49000.0,Body,Ad-hoc,2,3,Slow Delivery,No,2,Pre-paid,Undecided,9,4,31000.0,LinkedIn,5
372f871a-45ee-432d-aa07-f2137129cec7,Harris-Melton,West,Steering,83.0,775.16,Trade Fair,2024-03-16,2024-04-06,Inquiry,1001,Reseller,1,9.0,64338.28,21,03-2024,Fleet Owner,30,South,11-50,212,Yes,WhatsApp,Manager,Local Distributor,64000.0,Engine,Weekly,2,4,Warranty Issues,No,4,Net-15,Yes,21,23,77000.0,Referral,8
585d3f86-1d23-44e6-8329-20b7c143f426,Greer-Pruitt,South,Electrical,45.0,647.34,Trade Fair,2024-04-18,2024-04-26,Inquiry,1019,Fleet Owner,1,8.0,29130.300000000003,8,04-2024,Workshop,18,North,11-50,0,Yes,Email,Manager,OEM,38000.0,Suspension,Weekly,3,3,Slow Delivery,No,1,Cash-on-Delivery,Yes,29,5,45000.0,Company Website,3
ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,"Mckinney, Richardson and Chapman",South,Suspension,67.0,1312.26,Trade Fair,2024-03-04,2024-04-03,Quoted,1009,Workshop,1,15.0,87921.42,30,03-2024,Parts Reseller,12,South,51-200,0,Yes,Phone,Procurement Officer,Local Distributor,64000.0,Electrical,Bi-weekly,3,2,Quality Variance,No,2,Net-15,Yes,35,25,73000.0,Cold Call,1
86e52753-7c93-46cc-97d7-a560adb14670,"Morrison, Parsons and Brandt",East,Electrical,27.0,965.56,Website,2024-01-12,2024-02-06,Closed Lost,1018,Reseller,0,,26070.12,25,01-2024,Parts Reseller,14,North,>200,0,Yes,Email,Manager,Local Distributor,43000.0,Other,Weekly,4,4,Price Volatility,Yes,3,Financing,Yes,41,24,52000.0,Trade Fair,8
3873e57f-0ba0-48e8-8ef4-92c1aac93316,Cole-Lucero,South,Steering,79.0,822.13,Website,2024-01-30,2024-02-09,Quoted,1008,Fleet Owner,1,14.0,64948.27,10,01-2024,Workshop,9,East,51-200,0,Yes,Phone,Procurement Officer,OEM,46000.0,Engine,Monthly,3,4,Stock-outs,Yes,4,Financing,Undecided,12,14,50000.0,LinkedIn,5
0e0630cd-996d-4c50-bc04-a168652ffb49,Lopez and Sons,South,Transmission,52.0,217.32,Cold Call,2024-03-10,2024-03-11,Negotiation,1001,Reseller,1,15.0,11300.64,1,03-2024,Workshop,20,North,<10,0,Yes,WhatsApp,Procurement Officer,OEM,47000.0,Suspension,Bi-weekly,2,5,Quality Variance,No,5,Pre-paid,No,0,22,45000.0,Trade Fair,4
f200c261-4d29-41ab-b455-12f701f7c7ec,"Palmer, Bennett and Patterson",East,Brakes,36.0,928.17,Referral,2024-05-25,2024-06-15,Closed Won,1020,Reseller,0,,33414.119999999995,21,05-2024,OEM Dealer,11,East,11-50,0,No,Email,Owner,OEM,152000.0,Brakes,Weekly,3,5,Stock-outs,Maybe,2,Net-15,No,0,25,133000.0,Trade Fair,1
c3a00c6f-2321-41e1-8471-04c036136e15,"Baker, Martin and Singleton",South,Cooling,61.0,219.95,Website,2024-01-12,2024-02-10,Negotiation,1015,Workshop,1,15.0,13416.949999999999,29,01-2024,Parts Reseller,17,South,51-200,0,Yes,WhatsApp,Manager,Online Marketplace,62000.0,Electrical,Weekly,5,2,Slow Delivery,No,5,Pre-paid,No,0,15,64000.0,Cold Call,10
1eb74b56-53ff-43a2-8a19-35014169b9fc,Rivera Ltd,South,Electrical,37.0,538.95,Trade Fair,2024-04-09,2024-05-09,Closed Lost,1018,Workshop,1,7.0,19941.15,30,04-2024,Workshop,12,South,<10,0,Yes,Email,Owner,Online Marketplace,40000.0,Other,Weekly,3,4,Stock-outs,No,5,Cash-on-Delivery,No,0,19,39000.0,Company Website,8
6e3f683a-bf3c-4140-bf54-a51101fa964e,Williams LLC,South,Steering,28.0,257.12,Website,2024-02-06,2024-02-22,Closed Lost,1005,Fleet Owner,1,11.0,7199.360000000001,16,02-2024,Workshop,10,South,>200,0,Yes,Phone,Owner,Local Distributor,40000.0,Other,Monthly,3,2,Warranty Issues,No,2,Financing,No,0,15,38000.0,LinkedIn,3
88575117-6155-4667-a112-507c2cfa55b0,"Williams, Randolph and Gilbert",South,Electrical,43.0,1053.51,Referral,2024-05-09,2024-05-30,Inquiry,1018,Workshop,1,4.0,45300.93,21,05-2024,Workshop,30,East,>200,0,Yes,WhatsApp,Technician,OEM,57000.0,Other,Ad-hoc,1,5,Stock-outs,No,1,Cash-on-Delivery,Yes,31,13,69000.0,LinkedIn,7
8f0881ee-8011-416b-bae8-8926b423ccde,"Turner, Tyler and Pierce",East,Steering,38.0,349.07,Website,2024-02-25,2024-03-05,Closed Won,1001,Fleet Owner,1,12.0,13264.66,9,02-2024,Workshop,11,West,>200,0,Yes,In-app Portal,Procurement Officer,Local Distributor,12000.0,Body,Bi-weekly,1,4,Quality Variance,No,2,Pre-paid,Yes,14,8,15000.0,LinkedIn,5
5aaab32f-ce63-42b6-ab05-347fd556b37d,Bowers LLC,South,Brakes,60.0,618.2,Trade Fair,2024-06-17,2024-07-15,Negotiation,1009,Reseller,1,7.0,37092.0,28,06-2024,OEM Dealer,3,South,<10,0,Yes,WhatsApp,Procurement Officer,Online Marketplace,91000.0,Electrical,Weekly,2,5,Slow Delivery,No,4,Pre-paid,Yes,26,17,115000.0,Trade Fair,4
bdf66ba5-dc9c-46de-a5a6-74c212738a23,"Robinson, White and Jones",South,Cooling,32.0,1348.73,Cold Call,2024-03-10,2024-04-08,Closed Lost,1019,Reseller,0,,43159.36,29,03-2024,Workshop,12,Central,51-200,0,No,Phone,Technician,Online Marketplace,40000.0,Electrical,Monthly,1,2,Stock-outs,Yes,4,Pre-paid,No,0,6,36000.0,Trade Fair,4
75b27455-04cc-4ede-afac-16730ad45230,"Moore, Daniels and Powell",East,Suspension,41.0,346.26,Trade Fair,2024-01-06,2024-01-23,Negotiation,1000,Fleet Owner,1,7.0,14196.66,17,01-2024,Workshop,16,West,51-200,0,Yes,In-app Portal,Procurement Officer,OEM,29000.0,Body,Ad-hoc,3,1,Slow Delivery,Yes,4,Net-30,Undecided,18,5,33000.0,Cold Call,1
5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,Walker-Lewis,West,Brakes,11.0,786.32,Referral,2024-03-10,2024-03-11,Closed Lost,1009,Reseller,1,15.0,8649.52,1,03-2024,Parts Reseller,3,North,51-200,0,Yes,In-app Portal,Technician,OEM,65000.0,Body,Weekly,5,1,Quality Variance,Yes,4,Cash-on-Delivery,No,0,7,60000.0,Trade Fair,10
67884209-92ca-425a-ade5-93329364f3d0,Rivera-Carter,North,Electrical,72.0,657.94,Cold Call,2024-02-17,2024-03-02,Closed Won,1015,Workshop,0,,47371.68000000001,14,02-2024,Workshop,10,Central,>200,0,Yes,Email,Procurement Officer,Direct Import,39000.0,Electrical,Ad-hoc,3,3,Slow Delivery,Yes,1,Pre-paid,No,0,0,42000.0,LinkedIn,10
